,title,artist,genre,lyric
20,  Secret Love          , 박인화  ,록 메탈,"I feel dizzy when you look into my eyes You're the only pill for me climbing a cliff I don't know how long I have to hide it like this I feel like I'm going to hold my breath oh oh Your scent is long isn't it It's been a long time since you came into my heart My turn to say it I love you so much oh oh oh oh I love you I want you I love you I want you In the night sky The stars and in my quiet room remind me of you 
"
21,  기억해          , 안도  ,록 메탈,"아무도 없는 이곳을 나 홀로 서서 거니네 지독한 곳을 걷지만 나를 바라볼 순 있겠지 지금도 내게 갇혀 흘러간 시간속에 멈춰서 나를 막고 있지만 기억해 나의 모든 것을 너에게 줄게 이렇게 나의 모든 것을 너에게 줄게 남아 있는 건 없지만 언젠간 나를 찾겠지 눈을 떠 하늘을 봐 나를 원망한 많은 시간 속에 내가 원한 모든 것이 있어 지금도 내게 갇혀 흘러간 시간속에 멈춰서 나를 막고 있지만 기억해 나의 모든 것을 너에게 줄게 이렇게 나의 모든 것을 널 위해 Say it to me now for you come 기억해 날 위한 이 곳을 기억해 나의 모든 것을 널 위해 Say it to me now for you come 기억해 나의 모든 것을 이렇게 두 눈을 열고 멈춰서 하늘을 봐 기억해 나의 모든 것을 이렇게 Say it to me now for you come 
"
22,  Beginning          , 오씰  OSCiiL   ,록 메탈,"바람이 손을 타고 날아가는 걸 느껴 new beginning 새로 시작해 이제서야 조금씩 내 모습이 제자릴 찾아가는걸까 뒤를 돌아보곤 했었지 의미를 찾으려고 But we don't have to do that no more 여행의 시작 앞만 보고 가 마음이 이끄는대로 Keep moving along I feel so free 온 몸이 가벼워지는 걸 느껴 New beginning 다시 시작해 이제서야 조금씩 새로운 나를 발견하는 것 같아 한 발자국 딛기도 어려운 길이어도 괜찮아 빛을 향해 가니까 여행의 시작 앞만 보고 가 마음이 이끄는대로 달라진 건 하나 없어 이미 맞춰진 퍼즐 같아 어려울 건 이제 없어 We go on the white light To the unknown world Imagine The starlights moving left and right We go on a blue ocean To the unknown sea Imagine The starlights moving left and right Keep moving along We go on the white light We go on a blue ocean We go on the white light We go on a blue ocean 
"
23,  자취          , ARB  ,록 메탈,"피곤하다 목이 마르다 땅속으로 빨려 들어간다 지하철 속 사람들 틈바구니에서 문득 고향이 그립다 비틀 비틀 퇴근을 한다 집 속으로 빨려 들어간다 내 방 한 켠 이불 속 틈바구니에서 그냥 눈물이 흐른다 아아 내 고향 그리운 우리동네 시들어 가는 내 두눈에 그리움이 흘러 내리네 배고픔에 문득 잠이 깬다 냉장고로 달려 들어간다 곰팡이 핀 김치를 한참 바라보다 라면물을 올린다 그립다 우리집밥 구수했던 된장찌개 다 불어가는 면발 사이로 우리 엄마 생각이 나네 말똥 말똥 잠이 안온다 천장으로 빨려 들어간다 낮에 마신 커피 한잔에 취해 그만 아침이 밝아 온다 아아 이건 뭔가 어제도 아닌 오늘도 아닌 촌놈도 서울놈도 아닌 지금 나는 어디쯤인가 아아 어디있나 내 사랑은 지금 어디쯤인가 갈곳 잃은 내 맘 오늘도 자취를 감추네 
"
24,  사건의 지평선          , 윤하  YOUNHA   ,록 메탈,"생각이 많은 건 말이야 당연히 해야 할 일이야 나에겐 우리가 지금 1순위야 안전한 유리병을 핑계로 바람을 가둬 둔 것 같지만  기억나? 그날의 우리가 잡았던 그 손엔 말이야 설레임보다 커다란 믿음이 담겨서 난 함박웃음을 지었지만 울음이 날 것도 같았어 소중한 건 언제나 두려움이니까  문을 열면 들리던 목소리 너로 인해 변해있던 따뜻한 공기 여전히 자신 없지만 안녕히  저기, 사라진 별의 자리 아스라이 하얀 빛 한동안은 꺼내 볼 수 있을 거야 아낌없이 반짝인 시간은 조금씩 옅어져 가더라도 너와 내 맘에 살아 숨 쉴 테니   여긴, 서로의 끝이 아닌 새로운 길 모퉁이 익숙함에 진심을 속이지 말자 하나 둘 추억이 떠오르면 많이 많이 그리워할 거야 고마웠어요 그래도 이제는 사건의 지평선 너머로  솔직히 두렵기도 하지만 노력은 우리에게 정답이 아니라서 마지막 선물은 산뜻한 안녕  저기, 사라진 별의 자리 아스라이 하얀 빛 한동안은 꺼내 볼 수 있을 거야 아낌없이 반짝인 시간은 조금씩 옅어져 가더라도 너와 내 맘에 살아 숨 쉴 테니  여긴, 서로의 끝이 아닌 새로운 길 모퉁이 익숙함에 진심을 속이지 말자  하나 둘 추억이 떠오르면 많이 많이 그리워할 거야 고마웠어요 그래도 이제는 사건의 지평선 너머로  저기, 사라진 별의 자리 아스라이 하얀 빛 한동안은 꺼내 볼 수 있을 거야 아낌없이 반짝인 시간은 조금씩 옅어져 가더라도 너와 내 맘에 살아 숨 쉴 테니  여긴, 서로의 끝이 아닌 새로운 길 모퉁이 익숙함에 진심을 속이지 말자  하나 둘 추억이 떠오르면 많이 많이 그리워할 거야 고마웠어요 그래도 이제는 사건의 지평선 너머로  사건의 지평선 너머로
					"
25,  어떻게든          , 김제형  ,록 메탈,"넌 지루했나봐 지금 혹은 그 미래를 견딜 수가 없어 세상의 가벼운 진실 넌 믿기 힘든가봐 지금 네 앞에 일들을 반쯤 좋아 보여 딱 그만큼 슬퍼보여 마음이 흔들리는 그 와중에도 사람들 사이에 서있었지 아무런 잘못을 하지 않았어도 너부터 탓하는 사람으로 자랐지 한참을 넌 말이 없었고 참아본다고도 했었지 미운 그 세상을 어떻게든 안는 난 너의 포옹을 봤지 넌 답답했나봐 내뱉은 한숨 뒤에도 해소할 수 없어 걸러지지 않는 감정 씁쓸한 기운이 널 맴돌 때에도 해보는 데까지 해본댔지 어떻게든 마음에 힘을 줘서 좋아한다고 했지 한참을 넌 말이 없었고 참아본다고도 했었지 미운 그 세상을 어떻게든 안는 난 너의 포옹을 봤지 깨질 것 같은 시간 속에서 깨지지 않는 마음을 품고 오직 그 세상에 단 하나로 남는 난 너의 포옹을 봤지 
"
26,  Go Fast          , 윤도현  span    span 김예지  ,록 메탈,"어디든지 갈 덴 많아 시동 걸고 출발해 now Distancing myself from drama Tryna be like Dalai Lama Mark set get ready go Mark set get ready go 느껴지는 attention While I’m revvin’ up my engine 필요 없잖아 question Cause you’re starin’ at a legend Mark set get ready go Mark set get ready go Pushing me pushing me pushing me no turning back Let it bleed let it bleed let it bleed it's just a scratch I’m going off going off going off off the track I'm going off Pushing me pushing me pushing me no turning back Let it bleed let it bleed let it bleed it's just a scratch I’m going off going off going off off the track I'm going off It’s a wrap GO FAST GO FAST GO FAST 쌓여왔던 답답한 맘 터뜨릴 거야 like a bomb I’m heated up like a sauna Now pull the trigger if you gotta Mark set get ready go Mark set get ready go 이 속도 그대로 쭉 가 이미 느끼고 있잖아 Metal under tension I’m a livin’ legend Mark set get ready go Mark set get ready go Pushing me pushing me pushing me no turning back Let it bleed let it bleed let it bleed it's just a scratch I’m going off going off going off off the track I'm going off Pushing me pushing me pushing me no turning back Let it bleed let it bleed let it bleed it's just a scratch I’m going off going off going off off the track I'm going off Pushing me pushing me pushing me no turning back Let it bleed let it bleed let it bleed it's just a scratch I’m going off going off going off off the track I'm going off It’s a wrap GO FAST GO FAST GO FAST GO FAST GO FAST 
"
27,  We Are One  Feat  Hollow Young           , 시즈더데이  seizetheday   ,록 메탈,"내가 철이 없어 방황을 했던 어쩌면 다시 오지 못할 시절 그대 눈물을 흘렸었지 매일 밤 그때 왜 나는 몰랐을까 매번 어른이 된 난 지금도 줄게 음악밖에 없잖아 이런 나의 노래가 그대에게 닿을까 그댄 날 위해 쉼 없이 달렸었나 봐 몸에 생긴 상처들이 너무 많아 내가 받은 만큼 몇 배로 돌려줄게 그대 힘들 때면 내게 기대어도 돼 이 시간은 지나가 이겨낼 수 있어 다 we are the one 그대 곁에 늘 내가 있어 더는 걱정하지마 계속 내가 그댈 지킬게 오래 걸린다 해도 we are the one 그대 곁에 늘 내가 있어 매일 표현하진 못해도 You are my best I love you more 시간은 빠르게 흘러가지 여전히 매일 무슨 일 있으면 잠깐 고개를 떨궈도 돼 괜찮은 척해도 그 표정은 여전히 hell 힘든 일 있으면 솔직하게 말해줄래 I can hear ur voice 내가 늘 잡아 줄게 다시 길을 잃지 않도록 잠깐이야 이 순간도 will be done 비가 그친 이후엔 다 같이 보듯이 rainbow I will stand by you until 나 죽을 때까지 네가 일어설 때까지 도망치지 않아 더는 누가 뭐래도 I’ll be right there 오늘도 모레도 yeah I’ll be right there 걱정 고민 no where 힘이 들 땐 말해줄게 we are the one 그대 곁에 늘 내가 있어 더는 걱정하지마 계속 내가 그댈 지킬게 오래 걸린다 해도 we are the one 그대 곁에 늘 내가 있어 매일 표현하진 못해도 You are my best I love you more 
"
28,  불꽃놀이  Fireworks           , Kyly  ,록 메탈,"꽤나 오래전부터 기다리고 있었어 푹푹한 여름의 냄새 푸르른 매미소리 더 밝게 빛날 불꽃 기다리고 있었어 깊어질수록 빛나는 오늘밤 등 뒤에 매달린 진득한 여름밤의 습기 식지 않는 열기 신나게 달리면 식어 버릴 테니까 맞잡은 손 사이 흐르는 여름밤의 설렘 식지 않는 열기 더 세게 맞잡아 놓지 않을 거니까 아니 좀 더 깊은 어둠 기다리고 있었어 시원한 여름의 색깔 가라앉은 바람 소리 고갤 들어 놓치지 마 오직 한번뿐인 사라져버릴 오늘 밤 아니 어쩌면 영원히 남을 밤 까만 하늘 까만 캔버스 위로 쏘아올려진 화려한 불꽃에 무지개를 입은 너의 눈동자 나만 볼 수 있는 오늘 밤 너의 빛 불꽃이 숨긴 별이 뜰 때까진 우리만의 세계 우리만의 하늘 이대로 끝나지 않아 이대로 멈추지 않아 까만 하늘 까만 캔버스 위로 쏘아올려진 화려한 불꽃에 무지개를 입은 너의 눈동자 나만 볼 수 있는 오늘 밤 너의 빛 불꽃이 숨긴 별이 뜰 때까진 우리만의 세계 비밀기지 
"
29,  모든게 제 색을 찾았으면          , BLUE ROOM  ,록 메탈,"모든게 비슷해져가 이제 생각도 색깔도 우리가 있었던 자리 그 곳 그 곳은 많이 변해져 있는데 왜 우리 모두가 변하지 않았을까 이렇게 비슷해 져야만 할까 우우우 우우우 우우우우 우우우 우우우 우우우우 모든게 제 색을 찾았으면 모든게 제 색을 찾았으면 왜 우리 모두가 변하지 않았을까 이렇게 비슷해 져야만 할까 우우우 우우우 우우우우 우우우 우우우 우우우우 우우우 우우우 우우우우 우우우 우우우 우우우우 모든게 제 색을 찾았으면 모든게 제 색을 찾았으면 모든게 제 색을 찾았으면 모든게 제 색을 찾았으면 
"
30,  잃어버린 낙원  Vocal by 이재성           , 아기천사  ,록 메탈,"잃어버린 낙원을 찾는 이름 모를 새처럼 꿈길속을 헤매이다가 시든 장미를 봤지 나는 언제나 구름같은 환상속에서 살았었나 벼랑을 못보고 걸어온듯한 지난날 내 꿈은 허무한 환상일까 꿈을 꾸면 이뤄진다는 어른들의 신화는 불안함에 잠들수 없는 우리에겐 꿈이야 나는 오늘도 어제처럼 웃음 가면속에 숨어있어 초라한 내 모습 가려진다면 허접한 동정은 더이상 없을테니 젊음의 초조함이 파도처럼 우리 희망을 삼킨다 할지라도 실망과 회의라는 검은 미소가 내 진실을 비웃고 있어도 너의 숨결이 내 사랑과 언제나 함께 해주면 파도와 같은 그 미소도 모두 다 사라져 버릴거야 나는 언제나 구름같은 환상속에서 살았었나 벼랑을 못보고 걸어온듯한 지난날 내 꿈은 허무한 환상일까 젊음의 초조함이 파도처럼 우리 희망을 삼킨다 할지라도 실망과 회의라는 검은 미소가 내 진실을 비웃고 있어도 너의 숨결이 내 사랑과 언제나 함께 해주면 파도와 같은 그 미소도 모두 다 사라져 버릴거야 
"
31,  헤 무 걸  헤어지면 무작정 걸어본다           , STEREO    ,록 메탈,"헤어지고 버스정류장 혹시나를 찾지않을까 멈춰버린 나의 감정들 핸드폰에 사진을보며 떠오르는 이별의 아쉬움 눈감으면 보이는 너를 혹시 날 따라오지 않을까 뒤돌아 보지 못하는 나 우는 표정 들킬까봐 헤어지면 무작정 걸어본다 이렇게 힘들거 라면 헤어지면 무작정 걸어본다 이렇게 끝난거 라면 걸으며 듣는 음악소리에 우연히 너와 듣던 노래가 둘러보니 함께 걷던 길 불을끄고 침대에누워 행복했던 기억의 아쉬움 꿈속에서 너를 기다려 혹시 날 따라오지 않을까 뒤돌아 보지 못하는 나 우는 표정 들킬까봐 헤어지면 무작정 걸어본다 이렇게 힘들거라면 헤어지면 무작정 걸어본다 이렇게 끝난거 라면 언제나 나에게 다가와 환하게 웃어 주던 너는 언제나 나에게 다가와 환하게 웃어 주던 너는 헤어지면 무작정 걸어본다 이렇게 힘들거라면 헤어지면 무작정 걸어본다 이렇게 끝난거 라면 
"
32,  입냄새          , The Last Chance Romance  ,록 메탈,"입냄새 때문에 너를 보내야만 하지 내 입냄새 네 입냄새도 안녕 입냄새 입냄새 입냄새 입냄새 어제도 밥을 먹고 이를 닦았지 오늘도 일어나서 이를 닦았지 그런데 내 입에선 똥내가 나지 모두가 말 못 하고 눈치만 보는 나의 입냄새 입냄새 입냄새 입냄새 입냄새 입냄새 입냄새 입냄새 오늘 밤 나는 너와 키스를 응 흥분된 너와 나는 키스를 아 그런데 네 얼굴은 일그러졌지 너에게 남은 것은 똥맛나는 혓바닥 입냄새 입냄새 입냄새 입냄새 입냄새 입냄새 입냄새 입냄새 나는 정말 몰라요 진짜 진짜 몰라 입냄새가 뭐예요 거짓말 하지 마 봄바람을 맞으며 나 휘파람을 불죠 모두가 떠나가네요 코를 막고 인상 쓰며 쳐다보네요 박하사탕 처먹으라네 입냄새 똥냄새 입냄새 똥냄새 입냄새 똥냄새 입냄새 똥냄새 입냄새 잇몸염증 충치 때문이라고 입냄새 칫솔질로 해결이 안 된다고 입냄새 똥내나는 놈 누가 사귀냐 매일매일 우리 엄마 잔소리를 했지 나는 정말 몰라요 진짜 진짜 몰라 입냄새가 뭐예요 거짓말 하지 마 봄바람을 맞으며 나 휘파람을 불죠 모두가 떠나가네요 코를 막고 인상 쓰며 쳐다보네요 박하사탕 처먹으라네 입냄새 입냄새 똥냄새 똥냄새 입냄새 똥냄새 입냄새 똥냄새 
"
33,  Ride My Sunset          , THE MADDOGS  매드독스   ,록 메탈,"i ride my sunset  cross the land  i take my big stuff  alone here  i'll trick my cloud  shut your cave  Stinky your mouth  you know what i mean  i cross the land i'll show  you my place  even they couldn't touch  my face  i'll ride my sunset and cloud  and anybody could take this  i ride my chopper  strike your garden  i take my big gun  and reload it  sucking up my cloud  fake emotion  i couldn't fade myself  i cross the land i'll show  you my place  even they couldn't touch  my face  i'll ride my sunset and cloud  and anybody could take this  i cross the land i'll show you my place even they couldn't touch my face i'll ride my sunset and cloud and anybody could take this 
"
34,  잘 살아볼게          , 안미  ,발라드  록 메탈,"기다린다 말하면 날 싫어할까 봐 보고 싶다 말하면 날 떠나갈까 봐 그런 내게 이렇게 말했어 아프지 말고 잘 지내라는 그 말 잘 살아볼게 너 없이도 나 널 사랑했던 맘도 미워했던 맘도 다 지울 거라고 좋은 사람 만나 행복하란 못된 말 하지만 아무 말 못 한 내가 싫어 기다리다 말하면 나 그랬을 텐데 보고 싶다 말하면 달려갔을 텐데 왜 너에게 끝내자는 그 말이 사랑해 말보다 더 쉬웠던 건지 잘 살아볼게 너 없이도 나 널 사랑했던 맘도 미워했던 맘도 다 지울 거라고 좋은 사람 만나 행복하란 못된 말 하지만 아무 말 못 한 내가 싫어 처음의 설렘은 없다고 결국엔 남들과 같다고 딱 그 정도로만 그래 나만큼 너도 아프길 바래 시간이 지나고 계절이 변해가도 나만 여기에 이 노래를 부르겠지만 잘 살아볼게 너 없이도 나 널 사랑했던 만큼 미워했던 만큼 다 참아내 볼게 좋은 사람 만나 행복하란 못된 말 하지만 어쩌지 못한 내가 싫어 
"
35,  다시 돌아온 그대에게          , 장웅연  ,록 메탈,"비로소 내게 돌아온 그대여 남은 내 삶은 그대의 소유 껴안아주오 붙잡아주오 불안한 내가 또 딴 맘 먹고 내빼지 않도록 어려서부터 춥고 외로워서 마음을 닫고 숨어야만 그나마 편했어 하지만 너는 나의 우울함에 아랑곳 않고 다가왔어 고마웠어 비로소 내게 돌아온 그대여 남은 내 삶은 그대의 소유 껴안아주오 붙잡아주오 불안한 내가 또 딴 맘 먹고 내빼지 않도록 살아가는 게 이렇게 좋을 수도 있다는 것을 알려주고 그 무엇보다 배려하는 기쁨 희생의 즐거움에 매일매일 웃고 싶어 가슴이 터져라 그렇지만 때로 두려운 건 나의 들뜬 마음이 또 미쳐버려 네가 다칠까 아냐 널 원해 난 변화될 거야 비로소 내게 돌아온 그대여 남은 내 삶은 그대의 소유 껴안아주오 붙잡아주오 불안한 내가 또 딴 맘 먹고 내빼지 않도록 비열한 내가 그래도 사람다울 수 있게 
"
36,  그대란 꿈          , 달림  ,발라드  록 메탈,"그대란 꿈이 그 밤들 속에 혼자 빛나고 사라져 허상처럼 그대란 향이 그 계절 속에 스치고 사라져 미치게 조용하게 그는 우릴 비추는 달빛 그 아래 맞춰가는 발걸음 속에 피어나는 너 낯설지만 익숙한 바다 그 앞에 너 마주 보며 닿았던 눈빛 잊지 못할 밤 새하얀 눈이 발등을 덮고 깊어진 밤에 떠오른 그대 온기 포근히 감싸온 그의 겨울이 스치고 사라져 다시금 조용하게 그는 우릴 비추는 달빛 그 아래 맞춰가는 발걸음 속에 피어나는 너 낯설지만 익숙한 바다 그 앞에 너 마주 보며 닿았던 눈빛 잊지 못할 밤 다신 오지 않을 너라는 계절 다시 볼 수 없을까 우리 
"
37,  BLIND          , SASEOHARM  사서함   ,록 메탈,"햇살이 조금 BLIND 사이로  기분이 좋아 오늘은 꿈에 너가  Stupid People  Stupid People  Stupid People  It's Me  Stupid People  Stupid People  Stupid People  It's You  해가 질 때까지 기다리지 못해  술을 꺼내들어 밤이 될 때까지  마시는 거야  Stupid People  Stupid People  Stupid People  It's Me  Stupid People  Stupid People  Stupid People  It's You  해가 질 때까지 기다리지 못해 술을 꺼내들어 밤이 될 때까지 마시는 거야 Stupid People Stupid People Stupid People It's Me Stupid People Stupid People Stupid People It's You 
"
38,  Walter          , THE WATTS  ,록 메탈,"Tonight a comedian died Tire tread on a burst stomach This city's afraid of me I've seen its true face full of blood Now the whole world stands on brink Staring down into bloody hell Beneath me this awful city All of them will shout Save us and I'll whisper No Live your life free of compromise Step into shadow without bitterness and regret Never surrender not even in the face of Armageddon It's better to burn out 'cause rust never sleeps Live your life free of compromise Step into shadow without bitterness and regret Never surrender not even in the face of Armageddon It's better to burn out 'cause rust never sleeps 
"
39,  You          , J TP  ,록 메탈,"나는 이런 노래가 조금은 어려워 플리에는 이런 노래가 많은데도 너가 만들어달라고 해서 만들게된 곡 어쿠스틱은 못해도 음 들어줘 내 손을 잡아줘 한번만 안아줘 널 보러갈게 난 별이 떨어진대도 달이 반만 뜬대도 내 손을 잡아줘 한번만 안아줘 널 위해 노래해 많이 쑥스럽데도 조금 떨린다해도 노래 멜로디 어때 노래 분위기 어때 노래 부르는 내 마음은 어때 노래 듣는 너의 마음은 어때 으음 조금은 어색해도 으음 조금은 떨려도 마음은 진심이니까 노래 들을때 내 생각을 해줘 내 손을 잡아줘 한번만 안아줘 널 보러갈게 난 별이 떨어진대도 달이 반만 뜬대도 내 손을 잡아줘 한번만 안아줘 널 위해 노래해 많이 쑥스럽데도 조금 떨린다해도 
"
40,  비온다          , 강우경  ,발라드  록 메탈,"비가 내리나봐요 창밖으로 왠지 혼자 남겨진 것만 같아 지쳐버린 눈동자 허전한 마음 갈 곳을 잃은 발걸음 추억속에 기대어 젖어들었네 나쁘지 않은 외로움이네 비가 내리네 비가 내리네 그리운 어느 날에 내가 서있네 흘러내리네 흘러내리네 추억속에 스며들었네 차분해지는 비가 오네 추억속에 기대어 젖어들었네 나쁘지 않은 외로움이네 비가 내리네 비가 내리네 그리운 어느 날에 내가 서있네 흘러내리네 흘러내리네 추억속에 스며들었네 비가 내리네 비가 내리네 잠시만 머무르다 떠날 나그네 아름다웠네 아름다웠네 커피 한잔 마시고 가네 차분해지는 비가 오네 
"
41,  Dear Me  Feat  제임스           , 들날꽃  ,록 메탈,"eh-eh-eh 웃어봐 나에게 말을 건네본다 eh-eh-eh 있잖아 너도 힘들 때가 말이야 있잖아 세상은 혼자란 걸 느낄 때가 있잖아 내 전화번호 불 아무리 넘겨 봐도 누구에게 연락할지 모를 때 Break up 잠시 쉬어가도 돼 하며 나에게 말을 건네본다 내가 할 수 있는 일이 없는 게 아냐 가끔 그런 거 그런 거일 뿐이야 eh-eh-eh 웃어봐 나에게 말을 건네본다 eh-eh-eh 세상은 수많은 혼자들이 있어 알잖아 사는 건 퍼즐같이 복잡한 걸 알잖아 내 전화번호 불 아무리 넘겨 봐도 누구에게 연락할지 모를 때 Break up 잠시 쉬어가도 돼 하며 나에게 말을 건네본다 내가 할 수 있는 일이 없는 게 아냐 가끔 그런 거 그런 거일 뿐이야 Break up 잠시 쉬어가도 돼 하며 나에게 말을 건네본다 내가 할 수 있는 일이 없는 게 아냐 가끔 그런 거 그런 거일 뿐이야 eh-eh-eh 웃어봐 나에게 말을 건네본다 eh-eh-eh eh-eh-eh 웃어봐 나에게 말을 건네본다 eh-eh-eh 
"
